1452800269122,8.42759,0.8810662,4.381389
1452800269122,8.844181,0.89064306,4.367024
1452800269123,-1.3838485,4.3047748,8.360553
1452800269154,0.0,5.2049947,8.6334915
1452800269155,-0.56982,4.6160207,8.973468
1452800269176,-1.0726024,4.050989,8.719683
1452800269215,-1.0534488,4.3718123,8.106767
1452800269216,-1.2880806,4.027047,8.317456
1452800269242,-1.340753,4.0462008,8.523358
1452800269255,-1.1348516,4.1036615,8.480263
1452800269292,-1.0726024,4.084508,8.475474
1452800269293,-1.3072342,4.0222588,8.671799
1452800269324,-1.1731589,4.0078936,8.561666
1452800269340,-1.4460979,3.9025488,8.719683
1452800269358,-1.3072342,3.9121256,8.805874
1452800269376,-1.2258313,3.9504328,8.63828
1452800269395,-1.1348516,4.271256,8.513782
1452800269426,-1.2401965,4.1371803,8.346188
1452800269433,-1.043872,4.247314,8.389283
1452800269462,-0.90979666,4.5441947,8.327033
1452800269506,-0.4213795,4.6399627,7.905654
1452800269507,0.04309563,4.7022123,7.2592196
1452800269531,0.4357447,4.5154643,6.1866174
1452800269533,0.45968673,4.9895163,5.631162
1452800269551,0.31124622,4.8602295,4.984728
1452800269578,1.0342951,5.0996494,3.6535518
1452800269609,1.4700398,4.036624,1.6998832
1452800269612,2.3798366,2.0638018,1.9871874
1452800269638,1.7381904,1.9728222,3.7253778
1452800269654,-0.20590134,3.4620156,2.5570073
1452800269677,0.076614454,2.2697031,2.3127987
1452800269701,0.6751649,1.6041151,1.7381904
1452800269712,1.5658079,0.78050977,2.2026656
1452800269734,2.0254946,-0.39743748,2.8682537
1452800269752,2.528277,-1.8100165,3.3039982
1452800269777,2.7820623,-2.60968,5.2002063
1452800269792,3.1555579,-5.00867,7.8290396
1452800269816,3.9456444,-6.540959,10.0987425
1452800269837,5.2002063,-8.389283,12.804191
1452800269859,6.0860605,-9.303867,16.361975
1452800269873,6.6415157,-10.012551,20.087353
1452800269898,7.3071036,-11.535264,24.569298
1452800269922,7.177817,-12.08593,28.864496
1452800269934,4.8506527,-8.939949,29.190107
1452800269953,3.347094,-6.5744777,26.230873
1452800269974,2.27928,-2.8921957,24.885332
1452800269996,4.189853,-4.7070007,24.133553
1452800270013,5.434838,-5.1666875,22.026655
1452800270037,5.554548,-4.55856,20.001162
1452800270060,5.899313,-4.0318356,18.018763
1452800270081,6.2632318,-3.5434184,16.40507
1452800270093,6.4068837,-2.7485435,15.437813
1452800270112,5.707777,-1.340753,14.542381
